Country ISO3,Admin 1 PCode,Admin 1 Name,MPI,Headcount Ratio,Intensity of Deprivation,Vulnerable to Poverty,In Severe Poverty,Survey,Start Date,End Date
HND,HN01,Atlántida,0.0244,6.5432,37.3247,11.5599,0.4414,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN02,Colón,0.0389,9.0104,43.2185,15.4034,1.9565,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN03,Comayauga,0.0672,14.7775,45.4753,17.8837,5.5042,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN04,Copán,0.097,21.6097,44.8743,19.5763,7.7451,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN05,Cortés,0.014,3.529,39.7803,9.3726,0.2565,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN06,Choluteca,0.0595,14.2026,41.9287,18.6105,2.9863,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN07,El Paraíso,0.0597,14.5745,40.983,18.9507,2.6804,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN08,Francisco Morazán,0.0459,11.3223,40.5276,15.453,1.7765,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN09,Gracias a Dios,0.1621,35.6204,45.4937,26.03,13.4863,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN10,Intibucá,0.0891,21.3155,41.8181,25.2884,4.9197,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN11,Islas de la Bahía,0.0037,1.0093,36.1892,8.4278,0.0,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN12,La Paz,0.0756,17.3978,43.4818,21.1661,5.5155,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN13,Lempira,0.1192,28.1023,42.4267,27.6041,7.1791,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN14,Ocotepeque,0.0505,12.0642,41.8958,21.0367,2.5879,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN15,Olancho,0.0969,21.6241,44.7981,14.6029,6.2857,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN16,Santa Bárbara,0.0446,10.8689,41.0122,19.9306,2.4051,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN17,Valle,0.0425,10.7432,39.5554,18.8206,1.6312,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HND,HN18,Yoro,0.0744,16.8793,44.0618,13.3327,5.1316,MICS,2019-01-01 00:00:00+00:00,2019-12-31 23:59:59+00:00
HTI,,National Average,0.1996,41.2689,48.3627,21.8481,18.527,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,,Aire Métropolitaine,0.0589,13.8265,42.5776,18.3592,3.3213,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,,Rest-Ouest,0.2303,45.7092,50.3735,20.8918,23.0024,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,,Sud,0.2261,45.9664,49.1923,23.3844,21.899,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT02,Sud-Est,0.2245,48.101,46.6763,25.8804,18.4962,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT03,Nord,0.1949,40.9625,47.5741,23.2333,16.8248,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT04,Nord-Est,0.203,43.1422,47.0585,25.0927,16.5093,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT04,Nord-Ouest,0.2303,49.998,46.0566,27.4286,20.1542,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT05,Artibonite,0.2503,50.6252,49.4449,19.8404,24.5167,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT06,Centre,0.2935,57.8566,50.7358,20.7404,30.9402,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT08,Grande Anse,0.2964,60.7071,48.822,26.013,29.4341,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
HTI,HT10,Nippes,0.1871,41.7897,44.7675,25.8488,16.4224,DHS,2016-01-01 00:00:00+00:00,2017-12-31 00:00:00+00:00
IDN,,National Average,0.014,3.619,38.7143,4.7439,0.4439,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,Central Java,0.01,2.7606,36.2034,4.2219,0.1109,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,Central Kalimantan,0.0173,4.677,36.9597,7.4505,0.0,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,Central Sulawesi,0.0251,6.6257,37.8793,7.6737,0.4512,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,East Java,0.0108,2.949,36.7587,4.6163,0.1045,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,East Kalimantan,0.0088,2.364,37.0398,1.8152,0.1543,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,East Nusa Tenggara,0.0656,16.1152,40.6907,21.751,3.1243,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,North Kalimantan,0.0242,6.1934,39.0937,3.1573,0.8211,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,North Maluku,0.0333,7.745,43.0079,12.5566,2.0225,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,North Sulawesi,0.0079,2.0666,38.1217,3.0691,0.1979,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,North Sumatera,0.0208,4.9542,42.0852,4.9223,1.5982,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,Riau Islands,0.0052,1.4117,36.688,1.2424,0.0,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,South Kalimantan,0.0186,4.949,37.6266,5.6734,0.3581,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,South Sulawesi,0.0109,2.8847,37.86,4.9451,0.1036,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,South Sumatera,0.0152,3.7351,40.5955,4.7482,0.6744,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,Southeast Sulawesi,0.0209,5.175,40.3183,5.3903,1.1,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Java,0.0089,2.3923,37.0151,3.1187,0.1352,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Kalimantan,0.021,5.3462,39.3376,8.4192,0.5867,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Nusa Tenggara,0.0168,4.5304,37.0448,4.3278,0.3774,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Papua,0.0414,9.5786,43.2493,4.2516,2.8617,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Sulawesi,0.0281,7.1261,39.3701,11.0597,0.7271,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,,West Sumatera,0.0124,3.4174,36.4135,4.8627,0.3826,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID11,Aceh,0.0118,3.0383,38.8139,5.0137,0.4121,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID14,Riau,0.009,2.3096,38.9127,2.9383,0.4876,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID15,Jambi,0.0067,1.8133,36.754,3.6941,0.0,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID17,Bengkulu,0.008,2.1977,36.1753,4.106,0.233,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID18,Lampung,0.0127,3.3895,37.4855,5.7338,0.2017,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID19,Bangka Belitung,0.0147,3.9402,37.1924,4.0512,0.3053,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID31,Jakarta,0.0052,1.4949,35.0114,0.5412,0.1249,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID34,Yogyakarta,0.0081,2.2926,35.3957,1.3643,0.0,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID36,Banten,0.0152,3.9133,38.9459,4.3999,0.6071,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID51,Bali,0.0079,2.1907,35.9706,3.9237,0.0,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID75,Gorontalo,0.0355,8.8762,39.9958,7.8676,1.3683,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID81,Maluku,0.021,5.3608,39.1358,9.9613,0.5645,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IDN,ID94,Papua,0.0829,17.933,46.2058,16.3154,5.8416,DHS,2017-01-01 00:00:00+00:00,2017-12-31 23:59:59+00:00
IND,,National Average,0.0688,16.3928,41.9761,18.6869,4.2454,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Andaman & Nicobar Islands,0.0142,3.6708,38.6353,10.1618,0.4575,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Andhra Pradesh,0.0286,7.3215,39.0918,15.5339,0.9682,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Arunachal Pradesh,0.0541,13.2061,40.9441,18.4609,2.7448,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Assam,0.0899,21.4105,41.9974,21.6924,5.4333,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Bihar,0.1544,34.6609,44.5458,19.9787,13.1912,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Chandigarh,0.0178,3.9426,45.1799,6.94,1.183,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Chhattisgarh,0.0732,17.8848,40.9144,24.0007,3.7308,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Dadra & Nagar Haveli and Daman & Diu,0.0559,14.2685,39.173,19.3786,2.412,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Delhi,0.0134,3.3543,39.9122,7.1893,0.489,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Goa,0.0053,1.3938,38.2264,6.3891,0.1361,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Gujarat,0.059,14.4022,40.9834,17.7388,3.0165,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Haryana,0.0298,7.1746,41.5452,17.9088,1.5933,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Himachal Pradesh,0.0204,5.3103,38.3324,17.4194,0.6345,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Jammu & Kashmir,0.0249,6.2551,39.7944,11.1557,1.0086,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Jharkhand,0.1318,30.603,43.0699,22.5427,9.1473,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Karnataka,0.0333,8.4979,39.2263,17.9722,1.2819,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Kerala,0.0031,0.8575,35.7243,8.6407,0.0303,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Ladakh,0.0244,6.5118,37.4463,13.4617,0.8008,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Lakshadweep,0.0033,0.8826,36.9724,14.3035,0.0,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Madhya Pradesh,0.0994,23.9625,41.4887,22.1937,5.4665,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Maharashtra,0.0357,8.9881,39.7104,16.9318,1.3985,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Manipur,0.0383,9.6714,39.6491,17.4012,1.3776,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Meghalaya,0.123,27.0191,45.5298,20.0199,10.3066,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Mizoram,0.0246,5.7504,42.7607,9.1095,1.7597,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Nagaland,0.066,17.0562,38.706,15.4829,2.8929,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Odisha,0.0863,20.8,41.5128,19.4307,5.1679,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Puducherry,0.0052,1.4224,36.6496,6.7816,0.0423,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Punjab,0.0189,4.7321,39.8576,12.3701,0.7127,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Rajasthan,0.0679,16.5691,41.0065,22.7726,3.6461,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Sikkim,0.014,3.6746,38.1001,9.6617,0.4811,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Tamil Nadu,0.0142,3.8376,36.9201,12.6557,0.2207,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Telangana,0.0265,6.778,39.1221,16.9551,0.8137,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Tripura,0.0635,15.7,40.429,20.6966,2.8284,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Uttar Pradesh,0.0983,22.9387,42.833,21.4781,6.5851,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,Uttarakhand,0.0391,9.811,39.8766,16.1711,1.5089,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IND,,West Bengal,0.0607,15.2707,39.7277,20.2134,2.8258,DHS,2019-01-01 00:00:00+00:00,2021-12-31 00:00:00+00:00
IRQ,,National Average,0.0327,8.6354,37.8607,5.2437,1.3125,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG01,Al-Anbar,0.036,9.7981,36.7404,4.6529,1.3067,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG02,Basra,0.0536,13.8241,38.7795,8.7917,2.251,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG03,Al-Muthanna,0.0511,13.7898,37.0295,3.2529,1.7179,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG04,Al-Najaf,0.0486,10.7033,45.3989,9.7831,4.3915,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG05,Al-Qadissiyah,0.0301,7.7342,38.9219,9.2278,1.1626,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG06,Suleimaniya,0.0083,2.2659,36.5868,2.6916,0.2781,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG07,Babil,0.0355,8.8073,40.2867,8.0297,1.6775,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG08,Baghdad,0.0269,7.2349,37.1186,3.998,1.1355,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG09,Dohuk,0.0197,5.1476,38.3529,2.9464,0.9792,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG10,Diyala,0.0139,3.9626,35.1796,3.6426,0.2052,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG11,Erbil,0.0123,3.4577,35.5655,5.3177,0.0,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG12,Karbala,0.038,9.9769,38.1349,4.6973,1.717,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG13,Kirkuk,0.0217,5.9713,36.333,1.9017,0.4421,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG14,Missan,0.066,16.9804,38.8599,10.573,3.044,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG15,Ninewa,0.0422,11.6085,36.3412,3.01,1.5372,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG16,Salahaddin,0.0189,5.2033,36.3147,2.5813,0.2694,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG17,Thi-Qar,0.0424,11.6635,36.3949,3.4802,1.2471,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
IRQ,IQG18,Wasit,0.0339,8.7705,38.6881,11.7675,1.4947,MICS,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,,National Average,0.0108,2.7757,38.9467,5.0026,0.2323,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM01,Clarendon,0.0089,2.4845,35.9124,4.9373,0.2395,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM02,Hanover,0.0039,1.0816,36.1707,10.8438,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM03,Kingston,0.0092,2.2094,41.795,6.2165,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM04,Manchester,0.008,2.2203,35.9683,3.5303,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM05,Portland,0.0171,4.5878,37.3019,9.088,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM06,St. Andrew,0.0069,1.7939,38.4957,1.5451,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM07,St. Ann,0.0187,4.8216,38.7404,6.2739,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM08,St. Catherine,0.0121,2.9575,40.9878,4.1065,0.8415,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM09,St. Elizabeth,0.0067,1.8365,36.466,8.1727,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM10,St. James,0.0106,2.8642,37.1173,4.9094,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM11,St. Mary,0.0236,5.7514,41.0927,9.8105,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM12,St. Thomas,0.0142,3.5385,40.2172,4.3072,0.7116,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM13,Trelawny,0.0178,4.174,42.7337,9.1536,0.8635,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JAM,JM14,Westmoreland,0.0088,2.3398,37.5018,8.0125,0.0,JSLC,2018-01-01 00:00:00+00:00,2018-12-31 23:59:59+00:00
JOR,,National Average,0.0028,0.785,35.3329,1.1753,0.0647,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Aljoun,0.0008,0.2037,38.8889,1.6967,0.0,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Amman,0.0027,0.7657,34.9967,0.5147,0.0764,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Aqaba,0.0031,0.8497,36.721,1.3263,0.1047,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Balqa,0.0029,0.7456,39.532,1.6232,0.1072,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Irbid,0.0028,0.8391,33.3333,0.3748,0.0,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Jerash,0.0017,0.4775,35.6761,2.0947,0.0,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Karak,0.0022,0.6001,37.2586,3.2751,0.0251,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Ma'an,0.0025,0.6184,39.7964,1.4376,0.2398,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Madaba,0.0085,2.1974,38.8297,2.031,0.5744,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Mafraq,0.0074,2.1439,34.2848,2.2094,0.0591,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Tafilah,0.0027,0.7731,35.2994,1.7409,0.0,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
JOR,,Zarqa,0.001,0.2673,36.2903,2.7804,0.0246,DHS,2023-01-01 00:00:00+00:00,2023-12-31 23:59:59+00:00
KAZ,,National Average,0.0016,0.453,35.5565,1.8,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Akmola,0.0003,0.0883,33.3333,0.7665,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Aktobe,0.0026,0.7854,33.3333,0.7897,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Almaty City,0.0006,0.1717,33.3333,0.233,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Almaty Oblast,0.0019,0.5734,33.3333,1.5085,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Atyrau,0.0039,1.1791,33.3333,0.1183,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Kostanai,0.0002,0.0495,33.3333,3.2177,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Kyzylorda,0.0037,0.9548,38.8889,11.0526,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Mangistau,0.0009,0.2398,38.8889,0.8325,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,North Kazakhstan,0.0002,0.0597,33.3333,1.7776,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Pavlodar,0.0013,0.3741,35.393,0.7669,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,South Kasakhstan,0.0044,1.1784,36.9591,1.8896,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KAZ,,Zhambyl,0.0018,0.5314,33.3333,1.7152,0.0,MICS,2015-01-01 00:00:00+00:00,2015-12-31 23:59:59+00:00
KEN,,National Average,0.1134,25.3523,44.7108,26.4044,7.4594,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE001,Mombasa,0.0518,12.8866,40.2193,16.893,2.2801,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE002,Kwale,0.2105,44.5123,47.2996,27.2794,17.2902,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE003,Kilifi,0.2026,46.3581,43.7119,23.8772,13.1869,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE004,Tana River,0.378,67.2861,56.174,18.3876,44.4231,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE005,Lamu,0.139,30.26,45.9254,31.441,9.9741,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE006,Taita Taveta,0.0793,19.2683,41.1796,25.3401,2.7401,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE007,Garissa,0.291,55.2501,52.6725,24.424,30.3679,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE008,Wajir,0.3956,73.1124,54.1107,18.1589,42.8622,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE009,Mandera,0.4612,81.3359,56.7042,11.325,55.9011,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE010,Marsabit,0.3466,63.5606,54.5357,13.7008,39.9074,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE011,Isiolo,0.1962,39.4936,49.6851,20.7583,20.3589,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE012,Meru,0.1234,29.167,42.3162,28.4624,6.4093,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE013,Tharaka-Nithi,0.1052,25.6435,41.0118,30.5042,5.6725,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE014,Embu,0.0761,18.7291,40.6388,27.1332,3.8943,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE015,Kitui,0.151,37.0811,40.7318,32.2673,8.0134,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE016,Machakos,0.0723,18.792,38.4708,24.6425,1.4464,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE017,Makueni,0.1019,25.5705,39.8476,33.3158,2.3637,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE018,Nyandarua,0.057,14.8797,38.3287,33.8142,0.4096,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE019,Nyeri,0.04,10.3172,38.7244,16.1988,1.3266,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE020,Kirinyaga,0.0406,10.1199,40.1022,18.2136,1.8937,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
KEN,KE021,Murang'a,0.0453,11.379,39.7788,25.6237,1.8417,DHS,2022-01-01 00:00:00+00:00,2022-12-31 23:59:59+00:00
